20240704181344167569.pdb	AF-K9U7Q4-F1-model_v3_std.pdb	0.166	360	157	19	14	242	186	533	1.724E-13	347	6.805E-01
20240704181344167569.pdb	AF-A0A0B0HSV3-F1-model_v3_std.pdb	0.162	333	170	16	13	239	205	534	1.571E-12	347	7.189E-01
20240704181344167569.pdb	AF-A0A0U2V4H2-F1-model_v3_std.pdb	0.170	346	165	19	6	239	196	531	5.533E-13	339	6.882E-01
20240704181344167569.pdb	AF-A0A7C4Q2B0-F1-model_v3_std.pdb	0.138	362	186	18	14	259	113	464	3.085E-12	337	7.307E-01
20240704181344167569.pdb	AF-A0A7C4KJ67-F1-model_v3_std.pdb	0.180	343	156	18	13	241	3	334	3.085E-12	333	6.981E-01
20240704181344167569.pdb	AF-A0A0P6XD72-F1-model_v3_std.pdb	0.174	356	172	19	1	239	174	524	5.883E-13	332	6.844E-01
20240704181344167569.pdb	AF-A0A2H5ZPZ9-F1-model_v3_std.pdb	0.200	260	147	15	9	214	51	303	1.055E-13	329	6.226E-01
20240704181344167569.pdb	AF-A0A7C4Q3B5-F1-model_v3_std.pdb	0.173	364	163	20	1	239	203	553	1.477E-12	326	6.818E-01
20240704181344167569.pdb	AF-A0A2H5ZPT4-F1-model_v3_std.pdb	0.158	271	167	13	21	239	29	290	1.053E-11	317	6.833E-01
20240704181344167569.pdb	AF-C7LZG9-F1-model_v3_std.pdb	0.166	282	172	15	21	258	23	285	4.594E-11	308	7.057E-01
20240704181344167569.pdb	AF-A0A0U2N3G6-F1-model_v3_std.pdb	0.145	289	166	16	16	233	1	279	2.135E-12	305	6.438E-01
20240704181344167569.pdb	AF-A0A0M8KB99-F1-model_v3_std.pdb	0.131	364	188	18	16	258	99	455	6.243E-11	302	7.260E-01
20240704181344167569.pdb	AF-D3ECI6-F1-model_v3_std.pdb	0.181	309	177	19	20	258	8	310	2.487E-11	297	7.100E-01
20240704181344167569.pdb	AF-A0A2H5WXV4-F1-model_v3_std.pdb	0.160	262	155	15	22	233	2	248	2.811E-11	286	6.448E-01
20240704181344167569.pdb	AF-D3EJ43-F1-model_v3_std.pdb	0.198	307	170	21	20	258	8	306	3.594E-11	284	6.878E-01
20240704181344167569.pdb	AF-A0A3D1JCC4-F1-model_v3_std.pdb	0.178	241	154	12	23	233	117	343	1.474E-10	278	6.827E-01
20240704181344167569.pdb	AF-A0A0B0I7E4-F1-model_v3_std.pdb	0.131	373	178	18	20	258	135	495	1.226E-10	275	6.632E-01
20240704181344167569.pdb	AF-A0A480BHV6-F1-model_v3_std.pdb	0.147	291	159	16	21	232	8	288	2.487E-11	273	6.210E-01
20240704181344167569.pdb	AF-A0A0U2UMD0-F1-model_v3_std.pdb	0.156	282	169	16	21	249	5	270	6.444E-12	270	5.844E-01
20240704181344167569.pdb	AF-A0A2H5YKH5-F1-model_v3_std.pdb	0.184	233	151	10	21	226	2	222	8.221E-10	269	6.972E-01
20240704181344167569.pdb	AF-A0A2H5VI81-F1-model_v3_std.pdb	0.158	239	162	12	20	233	26	250	1.117E-09	268	7.153E-01
20240704181344167569.pdb	AF-A0A062Y136-F1-model_v3_std.pdb	0.180	299	155	16	22	253	407	682	9.023E-11	267	6.247E-01
20240704181344167569.pdb	AF-B8G4B5-F1-model_v3_std.pdb	0.156	319	157	17	11	234	162	463	5.193E-11	266	6.191E-01
20240704181344167569.pdb	AF-A0A7Y0N4L4-F1-model_v3_std.pdb	0.155	283	168	14	18	236	46	321	5.350E-10	265	6.737E-01
20240704181344167569.pdb	AF-A0A1D7QWG3-F1-model_v3_std.pdb	0.129	364	197	20	6	257	191	546	6.049E-10	265	7.071E-01
20240704181344167569.pdb	AF-D3EFJ1-F1-model_v3_std.pdb	0.132	356	172	19	16	239	129	479	1.885E-10	264	6.411E-01
20240704181344167569.pdb	AF-A0A2H5ZUC6-F1-model_v3_std.pdb	0.174	247	150	17	21	233	88	314	3.079E-10	260	6.386E-01
20240704181344167569.pdb	AF-A0A2H5YGT1-F1-model_v3_std.pdb	0.155	231	158	13	21	234	2	212	2.983E-09	259	7.542E-01
20240704181344167569.pdb	AF-A0A7Y6U5S7-F1-model_v3_std.pdb	0.120	375	179	14	21	253	112	477	5.689E-10	259	6.617E-01
20240704181344167569.pdb	AF-D3EC59-F1-model_v3_std.pdb	0.138	376	184	17	16	258	115	483	6.639E-11	258	6.280E-01
20240704181344167569.pdb	AF-A0A2H5XFH6-F1-model_v3_std.pdb	0.170	270	140	15	23	232	8	253	1.387E-10	256	5.891E-01
20240704181344167569.pdb	AF-A0A0G2ZHS2-F1-model_v3_std.pdb	0.152	255	149	12	42	235	71	319	4.185E-10	254	6.257E-01
20240704181344167569.pdb	AF-O26454-F1-model_v3_std.pdb	0.143	271	182	17	23	258	41	296	1.667E-10	253	6.252E-01
20240704181344167569.pdb	AF-A0A2H6AP42-F1-model_v3_std.pdb	0.200	250	148	16	19	236	29	258	5.032E-10	251	6.360E-01
20240704181344167569.pdb	AF-K9U188-F1-model_v3_std.pdb	0.133	293	159	11	22	235	2	278	2.334E-09	249	6.447E-01
20240704181344167569.pdb	AF-A0A2H5XT14-F1-model_v3_std.pdb	0.156	230	155	13	22	235	1	207	6.626E-09	248	7.246E-01
20240704181344167569.pdb	AF-Q607E9-F1-model_v3_std.pdb	0.118	355	180	19	11	239	274	621	1.188E-09	246	6.570E-01
20240704181344167569.pdb	AF-A0A2H5ZI09-F1-model_v3_std.pdb	0.173	259	152	15	22	233	2	245	3.814E-09	245	6.706E-01
20240704181344167569.pdb	AF-A0A2H5WNG7-F1-model_v3_std.pdb	0.152	250	151	18	21	233	2	227	2.064E-09	244	6.712E-01
20240704181344167569.pdb	AF-A0A0U2UUU8-F1-model_v3_std.pdb	0.153	273	155	11	22	231	1	260	1.343E-09	244	6.172E-01
20240704181344167569.pdb	AF-A9WB60-F1-model_v3_std.pdb	0.153	320	162	18	11	234	154	460	2.131E-10	243	5.929E-01
20240704181344167569.pdb	AF-A0A2H6ADI9-F1-model_v3_std.pdb	0.167	227	157	12	22	234	2	210	1.384E-08	242	7.438E-01
20240704181344167569.pdb	AF-A0A2H5VPM3-F1-model_v3_std.pdb	0.122	262	160	15	22	233	2	243	6.626E-09	242	6.584E-01
20240704181344167569.pdb	AF-B8E2K8-F1-model_v3_std.pdb	0.136	272	154	14	22	232	3	254	3.702E-10	242	6.014E-01
20240704181344167569.pdb	AF-A0A2H5YIC9-F1-model_v3_std.pdb	0.115	337	181	12	18	250	4	327	6.231E-09	242	6.761E-01
20240704181344167569.pdb	AF-A1HTC2-F1-model_v3_std.pdb	0.192	265	139	14	24	236	2	243	2.482E-09	241	6.400E-01
20240704181344167569.pdb	AF-D3EHY3-F1-model_v3_std.pdb	0.130	368	164	16	21	236	113	476	5.183E-09	241	6.559E-01
20240704181344167569.pdb	AF-I3E7M3-F1-model_v3_std.pdb	0.137	290	164	17	22	253	1	262	3.079E-10	240	5.802E-01
20240704181344167569.pdb	AF-D3TB56-F1-model_v3_std.pdb	0.160	280	150	18	20	235	352	610	1.717E-09	240	6.174E-01
20240704181344167569.pdb	AF-A0A2H5YHG5-F1-model_v3_std.pdb	0.139	315	150	13	22	233	1	297	8.469E-09	239	6.420E-01
20240704181344167569.pdb	AF-D6Y2N0-F1-model_v3_std.pdb	0.154	279	163	12	4	222	44	309	2.334E-09	238	6.250E-01
20240704181344167569.pdb	AF-A0A7X0BA51-F1-model_v3_std.pdb	0.151	278	158	15	21	236	409	670	5.183E-09	238	6.439E-01
20240704181344167569.pdb	AF-A4ILM3-F1-model_v3_std.pdb	0.145	282	160	16	19	236	406	670	4.875E-09	238	6.392E-01
20240704181344167569.pdb	AF-A0A2H5YWI7-F1-model_v3_std.pdb	0.155	276	154	14	21	234	400	658	2.195E-09	237	6.156E-01
20240704181344167569.pdb	AF-D3EBQ6-F1-model_v3_std.pdb	0.178	274	151	14	20	233	405	664	3.814E-09	236	6.234E-01
20240704181344167569.pdb	AF-A0A0K2HB22-F1-model_v3_std.pdb	0.155	276	159	18	21	236	410	671	3.373E-09	235	6.322E-01
20240704181344167569.pdb	AF-L7ZWJ5-F1-model_v3_std.pdb	0.156	275	160	16	21	236	410	671	9.575E-09	235	6.504E-01
20240704181344167569.pdb	AF-D3ED72-F1-model_v3_std.pdb	0.110	371	195	16	18	256	694	1061	2.557E-08	235	7.183E-01
20240704181344167569.pdb	AF-I3E8P1-F1-model_v3_std.pdb	0.126	276	160	12	22	231	1	261	3.814E-09	234	6.194E-01
20240704181344167569.pdb	AF-E8R123-F1-model_v3_std.pdb	0.145	303	175	22	18	253	41	326	4.875E-09	234	6.751E-01
20240704181344167569.pdb	AF-L7VU10-F1-model_v3_std.pdb	0.169	272	141	14	21	232	4	250	8.221E-10	233	5.822E-01
20240704181344167569.pdb	AF-I0I5K4-F1-model_v3_std.pdb	0.177	281	134	15	22	221	53	317	3.172E-09	233	5.825E-01
20240704181344167569.pdb	AF-A0A2H5YVJ0-F1-model_v3_std.pdb	0.169	271	157	14	20	234	383	641	2.482E-09	233	6.079E-01
20240704181344167569.pdb	AF-A0A3L7D5Q2-F1-model_v3_std.pdb	0.156	275	160	16	21	236	410	671	1.151E-08	233	6.515E-01
20240704181344167569.pdb	AF-A0A376LQI0-F1-model_v3_std.pdb	0.133	300	155	12	22	232	2	285	1.384E-08	232	6.362E-01
20240704181344167569.pdb	AF-D7BI90-F1-model_v3_std.pdb	0.170	234	166	12	21	233	86	312	1.051E-09	231	6.077E-01
20240704181344167569.pdb	AF-A0A692T959-F1-model_v3_std.pdb	0.125	342	172	14	1	233	45	368	5.860E-09	231	6.358E-01
20240704181344167569.pdb	AF-A0A0B5L269-F1-model_v3_std.pdb	0.171	274	136	12	36	236	70	325	3.587E-09	230	5.839E-01
20240704181344167569.pdb	AF-A9BJ48-F1-model_v3_std.pdb	0.167	298	167	19	2	236	49	328	3.172E-09	230	6.245E-01
20240704181344167569.pdb	AF-A0A7U4I149-F1-model_v3_std.pdb	0.146	273	159	15	21	233	400	658	2.983E-09	230	6.000E-01
20240704181344167569.pdb	AF-A0A0B0HTN4-F1-model_v3_std.pdb	0.140	271	146	13	22	222	1	254	2.334E-09	229	5.828E-01
20240704181344167569.pdb	AF-A0A0B0I3A4-F1-model_v3_std.pdb	0.175	273	153	17	20	233	32	291	3.587E-09	229	6.089E-01
20240704181344167569.pdb	AF-A0A069AJ04-F1-model_v3_std.pdb	0.109	311	159	14	21	233	5	295	1.384E-08	229	6.339E-01
20240704181344167569.pdb	AF-A0A023DCM0-F1-model_v3_std.pdb	0.161	273	157	15	20	233	410	669	1.018E-08	229	6.339E-01
20240704181344167569.pdb	AF-A0A2H5V4E2-F1-model_v3_std.pdb	0.158	258	138	13	39	236	2	240	4.585E-09	228	6.124E-01
20240704181344167569.pdb	AF-A0A0B0I8N6-F1-model_v3_std.pdb	0.127	266	159	14	21	232	4	250	5.860E-09	228	6.323E-01
20240704181344167569.pdb	AF-A0A2X1MLL1-F1-model_v3_std.pdb	0.150	351	147	16	6	222	37	370	1.941E-09	227	5.825E-01
20240704181344167569.pdb	AF-A0A2H5ZDD9-F1-model_v3_std.pdb	0.169	277	150	16	20	234	384	642	4.055E-09	227	6.073E-01
20240704181344167569.pdb	AF-A0A2H5ZEG8-F1-model_v3_std.pdb	0.170	246	157	12	23	234	14	246	3.702E-10	226	5.800E-01
20240704181344167569.pdb	AF-A0A165WGN5-F1-model_v3_std.pdb	0.120	273	161	14	22	231	1	257	1.083E-08	226	6.218E-01
20240704181344167569.pdb	AF-A0A2H5YVS6-F1-model_v3_std.pdb	0.140	298	138	11	36	233	183	462	1.664E-08	226	6.071E-01
20240704181344167569.pdb	AF-A0A2H5WZB2-F1-model_v3_std.pdb	0.160	281	152	14	21	236	411	672	7.491E-09	226	6.194E-01
20240704181344167569.pdb	AF-M8DB53-F1-model_v3_std.pdb	0.137	283	163	15	21	237	3	270	4.055E-09	225	6.165E-01
20240704181344167569.pdb	AF-I0HZ88-F1-model_v3_std.pdb	0.131	288	153	14	22	229	2	272	1.083E-08	225	6.084E-01
20240704181344167569.pdb	AF-A0A179YBJ8-F1-model_v3_std.pdb	0.169	271	155	12	21	233	394	652	1.151E-08	224	6.278E-01
20240704181344167569.pdb	AF-C7M149-F1-model_v3_std.pdb	0.166	246	150	15	22	233	1	225	9.005E-09	223	6.539E-01
20240704181344167569.pdb	AF-A0A023CM67-F1-model_v3_std.pdb	0.164	285	154	17	3	234	8	261	1.384E-08	223	6.277E-01
20240704181344167569.pdb	AF-D3EF60-F1-model_v3_std.pdb	0.158	271	154	14	22	229	1	260	4.312E-09	223	5.911E-01
20240704181344167569.pdb	AF-A0A480BBG7-F1-model_v3_std.pdb	0.156	269	158	10	22	229	1	261	5.511E-09	223	5.991E-01
20240704181344167569.pdb	AF-A0A2X1NWW5-F1-model_v3_std.pdb	0.159	238	162	14	23	233	68	294	4.055E-09	223	6.153E-01
20240704181344167569.pdb	AF-A7NIM8-F1-model_v3_std.pdb	0.155	283	155	16	22	233	53	322	3.373E-09	223	5.701E-01
20240704181344167569.pdb	AF-Q5L1D4-F1-model_v3_std.pdb	0.161	279	154	18	21	236	410	671	9.575E-09	223	6.181E-01
20240704181344167569.pdb	AF-M8DEV3-F1-model_v3_std.pdb	0.138	274	153	14	22	222	1	264	7.272E-10	222	5.560E-01
20240704181344167569.pdb	AF-A0A7C4PSA5-F1-model_v3_std.pdb	0.119	293	158	13	21	231	2	276	3.587E-09	222	5.995E-01
20240704181344167569.pdb	AF-L7VP28-F1-model_v3_std.pdb	0.141	296	153	12	6	208	16	303	2.562E-10	222	5.075E-01
20240704181344167569.pdb	AF-D3ELW9-F1-model_v3_std.pdb	0.175	290	148	16	20	231	40	316	3.702E-10	222	5.274E-01
20240704181344167569.pdb	AF-A0A0U3S1W9-F1-model_v3_std.pdb	0.138	275	160	17	20	234	356	613	6.626E-09	222	6.046E-01
20240704181344167569.pdb	AF-Q1AYE9-F1-model_v3_std.pdb	0.133	306	170	16	22	261	363	639	1.018E-08	222	6.239E-01
20240704181344167569.pdb	AF-B9KXS6-F1-model_v3_std.pdb	0.146	273	156	13	21	232	400	656	1.151E-08	222	6.137E-01
20240704181344167569.pdb	AF-A0A6N3X113-F1-model_v3_std.pdb	0.161	278	149	17	21	233	409	667	1.224E-08	222	6.161E-01
20240704181344167569.pdb	AF-Q67R02-F1-model_v3_std.pdb	0.162	271	160	13	20	232	455	716	1.384E-08	222	6.258E-01
20240704181344167569.pdb	AF-Q67QV2-F1-model_v3_std.pdb	0.151	278	157	15	21	234	473	735	3.268E-08	222	6.364E-01
20240704181344167569.pdb	AF-A0A4D4IXF8-F1-model_v3_std.pdb	0.146	232	157	16	23	235	229	438	3.695E-08	221	6.857E-01
20240704181344167569.pdb	AF-B9KZM2-F1-model_v3_std.pdb	0.167	299	135	12	36	236	234	516	8.469E-09	220	5.919E-01
20240704181344167569.pdb	AF-A0A4D7Q749-F1-model_v3_std.pdb	0.151	311	157	16	3	219	12	309	1.387E-10	219	5.053E-01
20240704181344167569.pdb	AF-J9H946-F1-model_v3_std.pdb	0.159	308	156	14	5	221	35	330	8.221E-10	219	5.357E-01
20240704181344167569.pdb	AF-A0A2H5Z5F2-F1-model_v3_std.pdb	0.177	299	155	17	10	236	91	370	4.585E-09	219	5.941E-01
20240704181344167569.pdb	AF-A0A2H5Z3G4-F1-model_v3_std.pdb	0.128	295	151	12	36	236	183	465	1.769E-08	219	6.103E-01
20240704181344167569.pdb	AF-A0A4D4J7P5-F1-model_v3_std.pdb	0.167	292	153	15	20	236	27	303	6.626E-09	218	5.954E-01
20240704181344167569.pdb	AF-A0A510HQ26-F1-model_v3_std.pdb	0.153	319	166	20	18	263	350	637	1.664E-08	218	6.325E-01
20240704181344167569.pdb	AF-A0A4R6I6G4-F1-model_v3_std.pdb	0.143	271	160	15	21	232	399	656	2.127E-08	218	6.225E-01
20240704181344167569.pdb	AF-G0GZT0-F1-model_v3_std.pdb	0.148	351	157	17	1	233	1	327	1.664E-08	217	6.202E-01
20240704181344167569.pdb	AF-A0A3D1JJU0-F1-model_v3_std.pdb	0.118	295	160	15	21	233	2	278	1.018E-08	216	6.056E-01
20240704181344167569.pdb	AF-A0A0U3NEI7-F1-model_v3_std.pdb	0.160	261	164	17	9	233	53	294	2.000E-08	216	6.176E-01
20240704181344167569.pdb	AF-B0R7J8-F1-model_v3_std.pdb	0.164	291	166	15	21	250	397	671	2.404E-08	216	6.509E-01
20240704181344167569.pdb	AF-A0A2H5W8U5-F1-model_v3_std.pdb	0.143	286	151	18	20	236	433	693	9.005E-09	216	5.959E-01
20240704181344167569.pdb	AF-D6Y3T0-F1-model_v3_std.pdb	0.141	395	171	20	9	258	33	404	4.585E-09	216	6.086E-01
20240704181344167569.pdb	AF-K9TZC1-F1-model_v3_std.pdb	0.176	266	148	21	20	236	3	246	1.301E-08	215	6.256E-01
20240704181344167569.pdb	AF-A0A679FL77-F1-model_v3_std.pdb	0.146	267	157	12	24	232	1	254	1.343E-09	215	5.362E-01
20240704181344167569.pdb	AF-A0A7C2NQF2-F1-model_v3_std.pdb	0.175	251	157	14	21	233	19	257	3.073E-08	215	6.471E-01
20240704181344167569.pdb	AF-D7AQ52-F1-model_v3_std.pdb	0.153	273	156	15	22	233	1	259	7.491E-09	215	5.897E-01
20240704181344167569.pdb	AF-A0A0P6X7Z1-F1-model_v3_std.pdb	0.145	261	156	11	21	231	55	298	5.183E-09	215	5.651E-01
20240704181344167569.pdb	AF-A0A249DBU5-F1-model_v3_std.pdb	0.138	268	156	15	21	232	61	309	7.491E-09	215	5.715E-01
20240704181344167569.pdb	AF-D6Y1S1-F1-model_v3_std.pdb	0.178	269	141	14	23	221	53	311	3.172E-09	215	5.358E-01
20240704181344167569.pdb	AF-D0MHY8-F1-model_v3_std.pdb	0.140	277	147	15	22	233	2	252	9.575E-09	215	5.946E-01
20240704181344167569.pdb	AF-A0A415J750-F1-model_v3_std.pdb	0.146	280	151	15	20	232	394	652	8.469E-09	215	5.911E-01
20240704181344167569.pdb	AF-A0A3A5I053-F1-model_v3_std.pdb	0.136	271	162	16	21	232	399	656	2.127E-08	215	6.106E-01
20240704181344167569.pdb	AF-A5D255-F1-model_v3_std.pdb	0.135	281	145	17	22	234	5	255	3.587E-09	214	5.789E-01
20240704181344167569.pdb	AF-D7BH30-F1-model_v3_std.pdb	0.159	289	172	14	10	233	22	304	1.083E-08	214	6.054E-01
20240704181344167569.pdb	AF-B5YCD5-F1-model_v3_std.pdb	0.160	317	153	20	11	233	29	326	1.051E-09	214	5.385E-01
20240704181344167569.pdb	AF-A0A2H5Z8W8-F1-model_v3_std.pdb	0.140	278	155	14	20	232	399	657	3.695E-08	214	6.236E-01
20240704181344167569.pdb	AF-E8UUL3-F1-model_v3_std.pdb	0.157	273	157	14	20	233	406	664	1.083E-08	214	5.938E-01
20240704181344167569.pdb	AF-B3DX04-F1-model_v3_std.pdb	0.123	260	144	12	23	231	17	243	6.626E-09	213	5.801E-01
20240704181344167569.pdb	AF-N4WR68-F1-model_v3_std.pdb	0.133	269	154	16	21	232	4	250	9.005E-09	213	6.056E-01
20240704181344167569.pdb	AF-A0A0L6VZA1-F1-model_v3_std.pdb	0.110	281	156	16	24	236	2	256	3.695E-08	213	6.209E-01
20240704181344167569.pdb	AF-A0A376I8T3-F1-model_v3_std.pdb	0.180	260	158	13	16	232	18	265	1.615E-09	213	5.691E-01
20240704181344167569.pdb	AF-A0A0U2UUI6-F1-model_v3_std.pdb	0.151	317	160	15	6	226	16	319	7.732E-10	213	5.284E-01
20240704181344167569.pdb	AF-A5URF7-F1-model_v3_std.pdb	0.156	306	161	17	12	233	30	322	3.373E-09	213	5.542E-01
20240704181344167569.pdb	AF-A0A132MMR8-F1-model_v3_std.pdb	0.145	288	143	16	23	228	11	277	2.000E-08	212	5.942E-01
20240704181344167569.pdb	AF-D3PSP3-F1-model_v3_std.pdb	0.129	293	176	16	9	233	25	306	2.983E-09	212	5.818E-01
20240704181344167569.pdb	AF-J9HQ98-F1-model_v3_std.pdb	0.133	270	158	15	21	233	55	305	1.083E-08	212	5.766E-01
20240704181344167569.pdb	AF-A0A0N8GMV0-F1-model_v3_std.pdb	0.172	273	143	13	22	222	53	314	3.172E-09	212	5.320E-01
20240704181344167569.pdb	AF-A0A2H5VLC4-F1-model_v3_std.pdb	0.144	305	152	12	18	226	239	530	1.018E-08	212	5.780E-01
20240704181344167569.pdb	AF-A0A0P6XUN0-F1-model_v3_std.pdb	0.141	275	157	15	21	233	408	665	1.881E-08	212	5.914E-01
20240704181344167569.pdb	AF-A0A2H5Z943-F1-model_v3_std.pdb	0.169	236	159	11	22	233	1	223	8.725E-08	211	6.838E-01
20240704181344167569.pdb	AF-A0A376I7X7-F1-model_v3_std.pdb	0.156	268	149	13	22	232	1	248	1.051E-09	211	5.303E-01
20240704181344167569.pdb	AF-E8UWM2-F1-model_v3_std.pdb	0.139	273	163	14	22	236	1	259	9.575E-09	211	5.893E-01
20240704181344167569.pdb	AF-A0A0X1KSH2-F1-model_v3_std.pdb	0.157	260	131	12	36	222	70	314	7.491E-09	211	5.424E-01
20240704181344167569.pdb	AF-A0A6A8FSM4-F1-model_v3_std.pdb	0.121	355	166	18	19	236	12	357	2.890E-08	211	6.275E-01
20240704181344167569.pdb	AF-B9L453-F1-model_v3_std.pdb	0.157	273	157	13	21	234	391	649	3.073E-08	211	6.167E-01
20240704181344167569.pdb	AF-D1AAB6-F1-model_v3_std.pdb	0.151	311	171	17	9	257	373	652	1.565E-08	211	6.177E-01
20240704181344167569.pdb	AF-A0A510HEL0-F1-model_v3_std.pdb	0.160	281	149	20	20	236	410	667	1.301E-08	211	5.920E-01
20240704181344167569.pdb	AF-A9WIK0-F1-model_v3_std.pdb	0.133	284	151	16	21	233	417	676	4.177E-08	211	6.062E-01
20240704181344167569.pdb	AF-A0A7U4HZ16-F1-model_v3_std.pdb	0.181	287	144	20	1	230	3	255	9.005E-09	210	5.897E-01
20240704181344167569.pdb	AF-L8A431-F1-model_v3_std.pdb	0.113	272	173	14	22	236	1	261	6.231E-09	210	5.845E-01
20240704181344167569.pdb	AF-A0A6B5QC23-F1-model_v3_std.pdb	0.137	320	150	15	22	232	1	303	4.442E-08	210	6.128E-01
20240704181344167569.pdb	AF-B9MM72-F1-model_v3_std.pdb	0.156	301	148	15	3	208	13	302	4.185E-10	210	4.885E-01
20240704181344167569.pdb	AF-B8DYW5-F1-model_v3_std.pdb	0.157	317	154	19	11	233	29	326	2.482E-09	210	5.477E-01
20240704181344167569.pdb	AF-A0A2H5ZTW8-F1-model_v3_std.pdb	0.151	257	150	12	22	229	118	355	8.469E-09	210	5.742E-01
20240704181344167569.pdb	AF-B9L496-F1-model_v3_std.pdb	0.138	296	170	15	10	236	93	372	1.881E-08	210	6.039E-01
20240704181344167569.pdb	AF-A9BJ45-F1-model_v3_std.pdb	0.161	285	143	17	20	233	406	665	1.664E-08	210	5.892E-01
20240704181344167569.pdb	AF-A0A2H5W8G4-F1-model_v3_std.pdb	0.134	305	167	18	20	254	411	688	1.471E-08	210	6.053E-01
20240704181344167569.pdb	AF-A0A2H5ZD60-F1-model_v3_std.pdb	0.145	233	152	15	22	233	21	227	2.557E-08	209	6.206E-01
20240704181344167569.pdb	AF-A4IL11-F1-model_v3_std.pdb	0.153	267	155	12	24	232	1	254	2.482E-09	209	5.333E-01
20240704181344167569.pdb	AF-A0A0M8K839-F1-model_v3_std.pdb	0.143	286	169	13	2	234	26	288	2.718E-08	209	6.069E-01
20240704181344167569.pdb	AF-A0A2H5YNA1-F1-model_v3_std.pdb	0.131	266	160	12	20	234	45	290	3.475E-08	209	5.812E-01
20240704181344167569.pdb	AF-I0I293-F1-model_v3_std.pdb	0.172	244	156	17	23	236	77	304	2.127E-08	209	6.140E-01
20240704181344167569.pdb	AF-D1A4W3-F1-model_v3_std.pdb	0.159	308	156	18	7	236	18	300	9.005E-09	209	5.983E-01
20240704181344167569.pdb	AF-B7IG93-F1-model_v3_std.pdb	0.159	276	153	14	20	233	386	644	1.384E-08	209	5.863E-01
20240704181344167569.pdb	AF-A0A0B0IBZ7-F1-model_v3_std.pdb	0.127	267	159	13	21	232	70	317	1.664E-08	208	5.753E-01
20240704181344167569.pdb	AF-A0A6C1W655-F1-model_v3_std.pdb	0.131	358	162	20	19	236	12	360	9.575E-09	208	5.961E-01
20240704181344167569.pdb	AF-A0A2H5YT43-F1-model_v3_std.pdb	0.150	285	145	17	20	233	372	630	8.469E-09	208	5.692E-01
20240704181344167569.pdb	AF-C7MV49-F1-model_v3_std.pdb	0.143	292	162	16	20	248	367	633	1.151E-08	208	5.927E-01
20240704181344167569.pdb	AF-B8G8L7-F1-model_v3_std.pdb	0.128	281	156	15	21	233	416	675	6.419E-08	208	6.128E-01
